vehicle_number,registered_owner,location,timestamp,camera_id
DL05HM7962,Mayank Grover,"Cyber City, Gurugram",2026-09-07 09:00:00,DEL_CAM_06
DL11NC8731,Nikhil Tiwari,"Cyber City, Gurugram",2026-09-01 09:00:00,DEL_CAM_06
DL11LX8068,Siddharth Singhal,"Cyber City, Gurugram",2026-09-11 09:00:00,DEL_CAM_08
DL12YI1222,Yash Kakkar,"Cyber City, Gurugram",2026-09-02 09:00:00,DEL_CAM_08
DL11VM3899,Harsh Bhasin,"Cyber City, Gurugram",2026-09-07 09:00:00,DEL_CAM_06
DL06LT1049,Mayank Wadhwa,"Karol Bagh, Delhi",2026-09-07 09:00:00,DEL_CAM_01
DL08WE1778,Bhavya Malhotra,"Hauz Khas, Delhi",2026-09-04 09:00:00,DEL_CAM_08
DL08WE1778,Bhavya Singhal,"Aerocity, Delhi",2026-09-03 09:00:00,DEL_CAM_04
DL05VR7038,Ishaan Kakkar,"Sector 62, Noida",2026-09-07 09:00:00,DEL_CAM_05
DL09YH1329,Gaurav Grover,"Hauz Khas, Delhi",2026-09-01 09:00:00,DEL_CAM_06
DL04OQ2280,Eshwar Khurana,"Vasant Kunj, Delhi",2026-09-05 09:00:00,DEL_CAM_07
DL12LN3799,Pranav Khurana,"Aerocity, Delhi",2026-09-10 09:00:00,DEL_CAM_05
DL02SC4632,Gaurav Wadhwa,"Cyber City, Gurugram",2026-09-07 09:00:00,DEL_CAM_11
DL04SE5431,Harsh Kakkar,"Hauz Khas, Delhi",2026-09-03 09:00:00,DEL_CAM_09
DL09YH1329,Farhan Gulati,"Vasant Kunj, Delhi",2026-09-08 09:00:00,DEL_CAM_03
DL09TR1430,Kabir Singhal,"Vasant Kunj, Delhi",2026-09-08 09:00:00,DEL_CAM_14
DL02TG8669,Mayank Kakkar,"Vasant Kunj, Delhi",2026-09-10 09:00:00,DEL_CAM_01
DL11VM3899,Deepankar Kapoor,"Cyber City, Gurugram",2026-09-02 09:00:00,DEL_CAM_03
DL09GB7436,Siddharth Malhotra,"Cyber City, Gurugram",2026-09-11 09:00:00,DEL_CAM_14
DL01BX4407,Harsh Kakkar,"Aerocity, Delhi",2026-09-08 09:00:00,DEL_CAM_01
DL05GO7256,Yash Gulati,"Vasant Kunj, Delhi",2026-09-05 09:00:00,DEL_CAM_04
DL04AQ6675,Bhavya Chhabra,"Sector 62, Noida",2026-09-05 09:00:00,DEL_CAM_03
DL09YH1329,Siddharth Sethi,"Vasant Kunj, Delhi",2026-09-04 09:00:00,DEL_CAM_15
DL04BG1903,Rohan Kakkar,"Aerocity, Delhi",2026-09-11 09:00:00,DEL_CAM_08
DL12FR9925,Nikhil Tiwari,"Hauz Khas, Delhi",2026-09-04 09:00:00,DEL_CAM_03
DL04BG1903,Farhan Aggarwal,"Connaught Place, Delhi",2026-09-09 09:00:00,DEL_CAM_13
DL01UL2924,Farhan Gulati,"Karol Bagh, Delhi",2026-09-05 09:00:00,DEL_CAM_05
DL08WE1778,Rohan Bhasin,"Cyber City, Gurugram",2026-09-01 09:00:00,DEL_CAM_13
DL04SE5431,Nikhil Tiwari,"Karol Bagh, Delhi",2026-09-09 09:00:00,DEL_CAM_02
DL11VM3899,Pranav Chhabra,"Rohini, Delhi",2026-09-03 09:00:00,DEL_CAM_01
DL07RR2461,Dev Malhotra,"Sector 62, Noida",2026-09-05 09:00:00,DEL_CAM_05
DL07DI4477,Tushar Bansal,"Sector 62, Noida",2026-09-06 09:00:00,DEL_CAM_15
DL06WI1861,Naveen Batra,"Karol Bagh, Delhi",2026-09-07 09:00:00,DEL_CAM_11
DL08GW6127,Siddharth Chhabra,"Hauz Khas, Delhi",2026-09-01 09:00:00,DEL_CAM_10
DL05GO7256,Gaurav Grover,"Sector 62, Noida",2026-09-05 09:00:00,DEL_CAM_07
DL05QY5745,Harsh Wadhwa,"Vasant Kunj, Delhi",2026-09-09 09:00:00,DEL_CAM_10
DL06WI1861,Chaganti Aggarwal,"Connaught Place, Delhi",2026-09-03 09:00:00,DEL_CAM_02
DL04TF8411,Yash Chhabra,"Karol Bagh, Delhi",2026-09-09 09:00:00,DEL_CAM_13
DL05HM7962,Vivek Aggarwal,"Rohini, Delhi",2026-09-09 09:00:00,DEL_CAM_10
DL04SE5431,Farhan Wadhwa,"Connaught Place, Delhi",2026-09-04 09:00:00,DEL_CAM_03
DL11VM3899,Deepankar Khurana,"Karol Bagh, Delhi",2026-09-03 09:00:00,DEL_CAM_02
DL11HE8116,Ishaan Sethi,"Rohini, Delhi",2026-09-01 09:00:00,DEL_CAM_12
DL08GW6127,Mayank Malhotra,"Aerocity, Delhi",2026-09-09 09:00:00,DEL_CAM_07
DL06WI1861,Farhan Aggarwal,"Rohini, Delhi",2026-09-07 09:00:00,DEL_CAM_05
TS10CD3003,Vikram Malhotra,"Banjara Hills, Hyderabad",2026-08-30 02:21:00,ANPR_HYD_CAM_02
TS10CD3003,Vikram Malhotra,"Jubilee Hills, Hyderabad",2026-09-10 04:19:00,ANPR_HYD_CAM_02
TS09EX1001,Devendra Varma,"Madhapur, Hyderabad",2026-09-02 12:47:00,ANPR_HYD_CAM_05
TS10CD3003,Vikram Malhotra,"Madhapur, Hyderabad",2026-09-01 10:14:00,ANPR_HYD_CAM_01
TS07AB2002,Rajesh Khurana,"Gachibowli, Hyderabad",2026-09-03 00:07:00,ANPR_HYD_CAM_12
TS10CD3003,Vikram Malhotra,"Banjara Hills, Hyderabad",2026-09-09 16:52:00,ANPR_HYD_CAM_03
TS10CD3003,Vikram Malhotra,"Banjara Hills, Hyderabad",2026-08-31 23:39:00,ANPR_HYD_CAM_03
TS09EX1001,Devendra Varma,"Gachibowli, Hyderabad",2026-09-06 22:25:00,ANPR_HYD_CAM_07
TS07AB2002,Rajesh Khurana,"Banjara Hills, Hyderabad",2026-09-05 05:48:00,ANPR_HYD_CAM_10
TS10CD3003,Vikram Malhotra,"Gachibowli, Hyderabad",2026-09-05 18:11:00,ANPR_HYD_CAM_06
TS10CD3003,Vikram Malhotra,"Hitech City, Hyderabad",2026-08-31 15:54:00,ANPR_HYD_CAM_13
TS07AB2002,Rajesh Khurana,"Banjara Hills, Hyderabad",2026-09-01 00:31:00,ANPR_HYD_CAM_14
TS07AB2002,Rajesh Khurana,"Banjara Hills, Hyderabad",2026-08-29 06:40:00,ANPR_HYD_CAM_01
TS09EX1001,Devendra Varma,"Gachibowli, Hyderabad",2026-08-31 21:08:00,ANPR_HYD_CAM_03
TS07AB2002,Rajesh Khurana,"Hitech City, Hyderabad",2026-09-02 13:47:00,ANPR_HYD_CAM_09
TS09EX1001,Devendra Varma,"Banjara Hills, Hyderabad",2026-09-07 19:16:00,ANPR_HYD_CAM_03
TS10CD3003,Vikram Malhotra,"Hitech City, Hyderabad",2026-08-30 13:39:00,ANPR_HYD_CAM_10
TS09EX1001,Devendra Varma,"Gachibowli, Hyderabad",2026-09-05 02:00:00,ANPR_HYD_CAM_02
TS10CD3003,Vikram Malhotra,"Madhapur, Hyderabad",2026-09-05 20:24:00,ANPR_HYD_CAM_06
TS10CD3003,Vikram Malhotra,"Banjara Hills, Hyderabad",2026-09-02 12:34:00,ANPR_HYD_CAM_14
TS10CD3003,Vikram Malhotra,"Hitech City, Hyderabad",2026-08-31 11:04:00,ANPR_HYD_CAM_07
TS10CD3003,Vikram Malhotra,"Hitech City, Hyderabad",2026-09-02 16:50:00,ANPR_HYD_CAM_03
TS10CD3003,Vikram Malhotra,"Madhapur, Hyderabad",2026-09-02 16:47:00,ANPR_HYD_CAM_07
TS10CD3003,Vikram Malhotra,"Madhapur, Hyderabad",2026-09-06 17:40:00,ANPR_HYD_CAM_11
TS09EX1001,Devendra Varma,"Hitech City, Hyderabad",2026-09-01 00:40:00,ANPR_HYD_CAM_10
TS10CD3003,Vikram Malhotra,"Banjara Hills, Hyderabad",2026-09-05 20:05:00,ANPR_HYD_CAM_06
TS07AB2002,Rajesh Khurana,"Jubilee Hills, Hyderabad",2026-08-30 04:29:00,ANPR_HYD_CAM_12
TS07AB2002,Rajesh Khurana,"Gachibowli, Hyderabad",2026-08-30 21:24:00,ANPR_HYD_CAM_06
TS10CD3003,Vikram Malhotra,"Jubilee Hills, Hyderabad",2026-09-02 19:10:00,ANPR_HYD_CAM_07
TS09EX1001,Devendra Varma,"Gachibowli, Hyderabad",2026-09-03 02:32:00,ANPR_HYD_CAM_03
TS10CD3003,Vikram Malhotra,"Madhapur, Hyderabad",2026-09-03 13:14:00,ANPR_HYD_CAM_03
TS09EX1001,Devendra Varma,"Banjara Hills, Hyderabad",2026-09-05 08:36:00,ANPR_HYD_CAM_06
TS09EX1001,Devendra Varma,"Gachibowli, Hyderabad",2026-08-31 12:55:00,ANPR_HYD_CAM_11
TS09EX1001,Devendra Varma,"Hitech City, Hyderabad",2026-09-01 18:47:00,ANPR_HYD_CAM_03
TS10CD3003,Vikram Malhotra,"Hitech City, Hyderabad",2026-09-02 07:58:00,ANPR_HYD_CAM_01
TS10CD3003,Vikram Malhotra,"Hitech City, Hyderabad",2026-09-03 13:35:00,ANPR_HYD_CAM_03
TS10CD3003,Vikram Malhotra,"Gachibowli, Hyderabad",2026-08-29 21:39:00,ANPR_HYD_CAM_03
TS07AB2002,Rajesh Khurana,"Gachibowli, Hyderabad",2026-09-04 00:45:00,ANPR_HYD_CAM_07
TS10CD3003,Vikram Malhotra,"Gachibowli, Hyderabad",2026-09-01 18:51:00,ANPR_HYD_CAM_14
TS07AB2002,Rajesh Khurana,"Jubilee Hills, Hyderabad",2026-08-28 13:19:00,ANPR_HYD_CAM_01
TS09EX1001,Devendra Varma,"Banjara Hills, Hyderabad",2026-08-28 20:34:00,ANPR_HYD_CAM_01
TS09EX1001,Devendra Varma,"Hitech City, Hyderabad",2026-08-29 23:24:00,ANPR_HYD_CAM_01
TS07AB2002,Rajesh Khurana,"Jubilee Hills, Hyderabad",2026-09-03 15:48:00,ANPR_HYD_CAM_08
TS07AB2002,Rajesh Khurana,"Banjara Hills, Hyderabad",2026-09-05 00:05:00,ANPR_HYD_CAM_13
TS09EX1001,Devendra Varma,"Banjara Hills, Hyderabad",2026-09-09 00:45:00,ANPR_HYD_CAM_08
TS09EX1001,Devendra Varma,"Hitech City, Hyderabad",2026-08-31 13:53:00,ANPR_HYD_CAM_11
TS07AB2002,Rajesh Khurana,"Madhapur, Hyderabad",2026-09-06 01:02:00,ANPR_HYD_CAM_10
TS09EX1001,Devendra Varma,"Banjara Hills, Hyderabad",2026-08-29 02:31:00,ANPR_HYD_CAM_06
TS10CD3003,Vikram Malhotra,"Hitech City, Hyderabad",2026-08-30 01:41:00,ANPR_HYD_CAM_14
TS07AB2002,Rajesh Khurana,"Hitech City, Hyderabad",2026-09-07 05:55:00,ANPR_HYD_CAM_04
TS10CD3003,Vikram Malhotra,"Hitech City, Hyderabad",2026-09-08 14:39:00,ANPR_HYD_CAM_04
TS10CD3003,Vikram Malhotra,"Hitech City, Hyderabad",2026-08-28 21:57:00,ANPR_HYD_CAM_12
TS09EX1001,Devendra Varma,"Gachibowli, Hyderabad",2026-09-04 01:56:00,ANPR_HYD_CAM_14
TS10CD3003,Vikram Malhotra,"Madhapur, Hyderabad",2026-08-31 16:00:00,ANPR_HYD_CAM_03
TS10CD3003,Vikram Malhotra,"Gachibowli, Hyderabad",2026-09-09 13:42:00,ANPR_HYD_CAM_10
TS07AB2002,Rajesh Khurana,"Gachibowli, Hyderabad",2026-09-07 07:39:00,ANPR_HYD_CAM_06
TS09EX1001,Devendra Varma,"Jubilee Hills, Hyderabad",2026-08-29 04:43:00,ANPR_HYD_CAM_15
TS10CD3003,Vikram Malhotra,"Madhapur, Hyderabad",2026-09-05 01:08:00,ANPR_HYD_CAM_06
TS10CD3003,Vikram Malhotra,"Gachibowli, Hyderabad",2026-09-05 17:31:00,ANPR_HYD_CAM_10
TS07AB2002,Rajesh Khurana,"Hitech City, Hyderabad",2026-08-28 19:34:00,ANPR_HYD_CAM_12
TS10CD3003,Vikram Malhotra,"Hitech City, Hyderabad",2026-09-07 06:25:00,ANPR_HYD_CAM_05
TS07AB2002,Rajesh Khurana,"Gachibowli, Hyderabad",2026-09-09 11:25:00,ANPR_HYD_CAM_02
TS10CD3003,Vikram Malhotra,"Madhapur, Hyderabad",2026-09-09 05:57:00,ANPR_HYD_CAM_04
TS10CD3003,Vikram Malhotra,"Hitech City, Hyderabad",2026-08-30 10:07:00,ANPR_HYD_CAM_08
TS10CD3003,Vikram Malhotra,"Jubilee Hills, Hyderabad",2026-09-06 20:50:00,ANPR_HYD_CAM_12
TS07AB2002,Rajesh Khurana,"Banjara Hills, Hyderabad",2026-09-01 20:57:00,ANPR_HYD_CAM_14
TS10CD3003,Vikram Malhotra,"Banjara Hills, Hyderabad",2026-09-09 00:20:00,ANPR_HYD_CAM_13
TS07AB2002,Rajesh Khurana,"Jubilee Hills, Hyderabad",2026-09-02 21:34:00,ANPR_HYD_CAM_15
TS07AB2002,Rajesh Khurana,"Jubilee Hills, Hyderabad",2026-08-28 14:13:00,ANPR_HYD_CAM_04
TS10CD3003,Vikram Malhotra,"Madhapur, Hyderabad",2026-09-03 20:22:00,ANPR_HYD_CAM_11
TS10CD3003,Vikram Malhotra,"Madhapur, Hyderabad",2026-08-28 17:54:00,ANPR_HYD_CAM_12
TS09EX1001,Devendra Varma,"Madhapur, Hyderabad",2026-09-07 15:28:00,ANPR_HYD_CAM_14
TS07AB2002,Rajesh Khurana,"Gachibowli, Hyderabad",2026-08-30 09:44:00,ANPR_HYD_CAM_08
TS07AB2002,Rajesh Khurana,"Madhapur, Hyderabad",2026-09-07 18:40:00,ANPR_HYD_CAM_12
TS10CD3003,Vikram Malhotra,"Gachibowli, Hyderabad",2026-08-28 19:57:00,ANPR_HYD_CAM_05
TS09EX1001,Devendra Varma,"Jubilee Hills, Hyderabad",2026-09-05 03:51:00,ANPR_HYD_CAM_05
TS10CD3003,Vikram Malhotra,"Jubilee Hills, Hyderabad",2026-09-06 15:48:00,ANPR_HYD_CAM_12
TS09EX1001,Devendra Varma,"Gachibowli, Hyderabad",2026-08-30 20:15:00,ANPR_HYD_CAM_06
TS09EX1001,Devendra Varma,"Jubilee Hills, Hyderabad",2026-08-31 15:36:00,ANPR_HYD_CAM_10
TS10CD3003,Vikram Malhotra,"Banjara Hills, Hyderabad",2026-09-02 21:00:00,ANPR_HYD_CAM_09
TS10CD3003,Vikram Malhotra,"Hitech City, Hyderabad",2026-09-01 21:09:00,ANPR_HYD_CAM_14
TS09EX1001,Devendra Varma,"Jubilee Hills, Hyderabad",2026-09-03 00:02:00,ANPR_HYD_CAM_01
TS10CD3003,Vikram Malhotra,"Gachibowli, Hyderabad",2026-08-29 08:19:00,ANPR_HYD_CAM_07
TS09EX1001,Devendra Varma,"Madhapur, Hyderabad",2026-09-04 05:07:00,ANPR_HYD_CAM_09
TS10CD3003,Vikram Malhotra,"Hitech City, Hyderabad",2026-09-02 13:12:00,ANPR_HYD_CAM_02
TS07AB2002,Rajesh Khurana,"Hitech City, Hyderabad",2026-09-09 18:53:00,ANPR_HYD_CAM_11
TS07AB2002,Rajesh Khurana,"Gachibowli, Hyderabad",2026-09-08 20:15:00,ANPR_HYD_CAM_04
TS10CD3003,Vikram Malhotra,"Gachibowli, Hyderabad",2026-09-03 17:14:00,ANPR_HYD_CAM_12
TS10CD3003,Vikram Malhotra,"Hitech City, Hyderabad",2026-09-01 09:19:00,ANPR_HYD_CAM_08
TS10CD3003,Vikram Malhotra,"Gachibowli, Hyderabad",2026-09-06 21:16:00,ANPR_HYD_CAM_09
KA05MN8888,Kavya Nair,"Electronic City, Bengaluru",2026-09-01 10:46:00,ANPR_BLR_CAM_09
TS07AB2002,Rajesh Khurana,"Koramangala, Bengaluru",2026-09-01 17:11:00,ANPR_BLR_CAM_02
KA05MN8888,Kavya Nair,"Hitech City, Hyderabad",2026-09-12 02:36:00,ANPR_BLR_CAM_17
KA01AZ5555,Siddharth Rao,"Indiranagar, Bengaluru",2026-09-06 10:10:00,ANPR_BLR_CAM_18
KA05MN8888,Kavya Nair,"Whitefield, Bengaluru",2026-09-09 05:06:00,ANPR_BLR_CAM_02
TS07AB2002,Rajesh Khurana,"Koramangala, Bengaluru",2026-09-11 11:35:00,ANPR_BLR_CAM_12
KA01AZ5555,Siddharth Rao,"Indiranagar, Bengaluru",2026-09-14 20:33:00,ANPR_BLR_CAM_09
KA01AZ5555,Siddharth Rao,"Electronic City, Bengaluru",2026-09-09 11:33:00,ANPR_BLR_CAM_15
TS07AB2002,Rajesh Khurana,"Electronic City, Bengaluru",2026-09-10 11:42:00,ANPR_BLR_CAM_15
KA05MN8888,Kavya Nair,"Hitech City, Hyderabad",2026-09-08 03:55:00,ANPR_BLR_CAM_06
KA05MN8888,Kavya Nair,"Whitefield, Bengaluru",2026-09-02 02:05:00,ANPR_BLR_CAM_17
KA01AZ5555,Siddharth Rao,"Whitefield, Bengaluru",2026-09-07 14:58:00,ANPR_BLR_CAM_17
TS07AB2002,Rajesh Khurana,"Koramangala, Bengaluru",2026-09-06 07:25:00,ANPR_BLR_CAM_10
KA05MN8888,Kavya Nair,"Hitech City, Hyderabad",2026-09-12 15:48:00,ANPR_BLR_CAM_07
TS07AB2002,Rajesh Khurana,"Whitefield, Bengaluru",2026-09-14 04:51:00,ANPR_BLR_CAM_14
TS09EX1001,Devendra Varma,"Indiranagar, Bengaluru",2026-09-12 14:03:00,ANPR_BLR_CAM_10
TS07AB2002,Rajesh Khurana,"Electronic City, Bengaluru",2026-09-04 11:22:00,ANPR_BLR_CAM_13
KA01AZ5555,Siddharth Rao,"Hitech City, Hyderabad",2026-09-09 21:08:00,ANPR_BLR_CAM_13
TS09EX1001,Devendra Varma,"Indiranagar, Bengaluru",2026-09-04 12:59:00,ANPR_BLR_CAM_17
TS09EX1001,Devendra Varma,"Koramangala, Bengaluru",2026-09-02 08:48:00,ANPR_BLR_CAM_15
KA05MN8888,Kavya Nair,"Whitefield, Bengaluru",2026-09-06 15:53:00,ANPR_BLR_CAM_03
KA01AZ5555,Siddharth Rao,"Koramangala, Bengaluru",2026-09-04 08:18:00,ANPR_BLR_CAM_13
KA05MN8888,Kavya Nair,"Indiranagar, Bengaluru",2026-09-15 04:25:00,ANPR_BLR_CAM_05
KA01AZ5555,Siddharth Rao,"Electronic City, Bengaluru",2026-09-12 12:57:00,ANPR_BLR_CAM_07
TS07AB2002,Rajesh Khurana,"Hitech City, Hyderabad",2026-09-01 12:02:00,ANPR_BLR_CAM_03
TS07AB2002,Rajesh Khurana,"Indiranagar, Bengaluru",2026-09-06 06:32:00,ANPR_BLR_CAM_09
KA05MN8888,Kavya Nair,"Whitefield, Bengaluru",2026-09-13 13:23:00,ANPR_BLR_CAM_10
KA05MN8888,Kavya Nair,"Whitefield, Bengaluru",2026-09-11 18:59:00,ANPR_BLR_CAM_12
KA05MN8888,Kavya Nair,"Electronic City, Bengaluru",2026-09-05 14:05:00,ANPR_BLR_CAM_12
KA01AZ5555,Siddharth Rao,"Indiranagar, Bengaluru",2026-09-06 15:14:00,ANPR_BLR_CAM_10
KA01AZ5555,Siddharth Rao,"Indiranagar, Bengaluru",2026-09-04 04:06:00,ANPR_BLR_CAM_05
TS09EX1001,Devendra Varma,"Koramangala, Bengaluru",2026-09-14 12:02:00,ANPR_BLR_CAM_08
KA05MN8888,Kavya Nair,"Whitefield, Bengaluru",2026-09-11 08:02:00,ANPR_BLR_CAM_03
TS07AB2002,Rajesh Khurana,"Koramangala, Bengaluru",2026-09-11 22:27:00,ANPR_BLR_CAM_10
KA01AZ5555,Siddharth Rao,"Indiranagar, Bengaluru",2026-09-15 01:27:00,ANPR_BLR_CAM_18
KA01AZ5555,Siddharth Rao,"Whitefield, Bengaluru",2026-09-08 10:17:00,ANPR_BLR_CAM_17
KA01AZ5555,Siddharth Rao,"Koramangala, Bengaluru",2026-09-02 07:42:00,ANPR_BLR_CAM_03
KA05MN8888,Kavya Nair,"Electronic City, Bengaluru",2026-09-09 15:00:00,ANPR_BLR_CAM_06
TS07AB2002,Rajesh Khurana,"Koramangala, Bengaluru",2026-09-14 23:59:00,ANPR_BLR_CAM_03
KA01AZ5555,Siddharth Rao,"Hitech City, Hyderabad",2026-09-09 01:43:00,ANPR_BLR_CAM_16
KA05MN8888,Kavya Nair,"Hitech City, Hyderabad",2026-09-12 10:57:00,ANPR_BLR_CAM_12
KA05MN8888,Kavya Nair,"Hitech City, Hyderabad",2026-09-07 09:12:00,ANPR_BLR_CAM_06
KA05MN8888,Kavya Nair,"Whitefield, Bengaluru",2026-09-12 23:59:00,ANPR_BLR_CAM_02
TS09EX1001,Devendra Varma,"Hitech City, Hyderabad",2026-09-10 07:01:00,ANPR_BLR_CAM_15
TS07AB2002,Rajesh Khurana,"Koramangala, Bengaluru",2026-09-13 15:51:00,ANPR_BLR_CAM_11
KA01AZ5555,Siddharth Rao,"Whitefield, Bengaluru",2026-09-15 11:31:00,ANPR_BLR_CAM_07
TS09EX1001,Devendra Varma,"Koramangala, Bengaluru",2026-09-02 06:03:00,ANPR_BLR_CAM_07
KA01AZ5555,Siddharth Rao,"Whitefield, Bengaluru",2026-09-03 02:40:00,ANPR_BLR_CAM_10
TS07AB2002,Rajesh Khurana,"Whitefield, Bengaluru",2026-09-04 12:04:00,ANPR_BLR_CAM_06
TS09EX1001,Devendra Varma,"Whitefield, Bengaluru",2026-09-14 09:14:00,ANPR_BLR_CAM_02
TS07AB2002,Rajesh Khurana,"Electronic City, Bengaluru",2026-09-08 05:36:00,ANPR_BLR_CAM_12
KA01AZ5555,Siddharth Rao,"Indiranagar, Bengaluru",2026-09-10 04:39:00,ANPR_BLR_CAM_08
KA05MN8888,Kavya Nair,"Whitefield, Bengaluru",2026-09-05 13:30:00,ANPR_BLR_CAM_06
KA01AZ5555,Siddharth Rao,"Koramangala, Bengaluru",2026-09-01 15:49:00,ANPR_BLR_CAM_03
TS09EX1001,Devendra Varma,"Indiranagar, Bengaluru",2026-09-14 13:11:00,ANPR_BLR_CAM_04
KA05MN8888,Kavya Nair,"Electronic City, Bengaluru",2026-09-03 14:33:00,ANPR_BLR_CAM_08
TS09EX1001,Devendra Varma,"Indiranagar, Bengaluru",2026-09-01 19:00:00,ANPR_BLR_CAM_09
KA05MN8888,Kavya Nair,"Whitefield, Bengaluru",2026-09-15 21:02:00,ANPR_BLR_CAM_02
KA01AZ5555,Siddharth Rao,"Koramangala, Bengaluru",2026-09-01 18:14:00,ANPR_BLR_CAM_07
KA01AZ5555,Siddharth Rao,"Hitech City, Hyderabad",2026-09-02 21:41:00,ANPR_BLR_CAM_08
TS07AB2002,Rajesh Khurana,"Indiranagar, Bengaluru",2026-09-15 18:36:00,ANPR_BLR_CAM_03
KA01AZ5555,Siddharth Rao,"Whitefield, Bengaluru",2026-09-04 18:01:00,ANPR_BLR_CAM_04
TS09EX1001,Devendra Varma,"Whitefield, Bengaluru",2026-09-06 01:52:00,ANPR_BLR_CAM_16
TS07AB2002,Rajesh Khurana,"Koramangala, Bengaluru",2026-09-12 10:52:00,ANPR_BLR_CAM_01
KA01AZ5555,Siddharth Rao,"Hitech City, Hyderabad",2026-09-11 05:59:00,ANPR_BLR_CAM_13
TS09EX1001,Devendra Varma,"Hitech City, Hyderabad",2026-09-04 01:14:00,ANPR_BLR_CAM_01
TS09EX1001,Devendra Varma,"Hitech City, Hyderabad",2026-09-11 08:56:00,ANPR_BLR_CAM_10
TS07AB2002,Rajesh Khurana,"Hitech City, Hyderabad",2026-09-02 08:29:00,ANPR_BLR_CAM_11
TS09EX1001,Devendra Varma,"Koramangala, Bengaluru",2026-09-12 23:32:00,ANPR_BLR_CAM_12
KA01AZ5555,Siddharth Rao,"Whitefield, Bengaluru",2026-09-01 17:42:00,ANPR_BLR_CAM_11
KA01AZ5555,Siddharth Rao,"Whitefield, Bengaluru",2026-09-03 03:20:00,ANPR_BLR_CAM_04
KA01AZ5555,Siddharth Rao,"Indiranagar, Bengaluru",2026-09-10 09:12:00,ANPR_BLR_CAM_12
TS07AB2002,Rajesh Khurana,"Electronic City, Bengaluru",2026-09-11 18:22:00,ANPR_BLR_CAM_10
KA01AZ5555,Siddharth Rao,"Electronic City, Bengaluru",2026-09-05 20:29:00,ANPR_BLR_CAM_15
TS09EX1001,Devendra Varma,"Indiranagar, Bengaluru",2026-09-14 14:53:00,ANPR_BLR_CAM_08
TS09EX1001,Devendra Varma,"Whitefield, Bengaluru",2026-09-16 05:41:00,ANPR_BLR_CAM_18
TS07AB2002,Rajesh Khurana,"Whitefield, Bengaluru",2026-09-12 17:41:00,ANPR_BLR_CAM_09
KA01AZ5555,Siddharth Rao,"Indiranagar, Bengaluru",2026-09-05 23:59:00,ANPR_BLR_CAM_14
TS07AB2002,Rajesh Khurana,"Hitech City, Hyderabad",2026-09-14 12:18:00,ANPR_BLR_CAM_02
KA01AZ5555,Siddharth Rao,"Hitech City, Hyderabad",2026-09-06 17:31:00,ANPR_BLR_CAM_04
KA01AZ5555,Siddharth Rao,"Electronic City, Bengaluru",2026-09-10 00:20:00,ANPR_BLR_CAM_02
TS09EX1001,Devendra Varma,"Whitefield, Bengaluru",2026-09-13 04:45:00,ANPR_BLR_CAM_10
TS09EX1001,Devendra Varma,"Koramangala, Bengaluru",2026-09-06 20:05:00,ANPR_BLR_CAM_16
KA05MN8888,Kavya Nair,"Electronic City, Bengaluru",2026-09-08 20:32:00,ANPR_BLR_CAM_13
KA01AZ5555,Siddharth Rao,"Electronic City, Bengaluru",2026-09-04 00:26:00,ANPR_BLR_CAM_15
KA01AZ5555,Siddharth Rao,"Hitech City, Hyderabad",2026-09-14 17:03:00,ANPR_BLR_CAM_16
TS09EX1001,Devendra Varma,"Whitefield, Bengaluru",2026-09-11 16:23:00,ANPR_BLR_CAM_17
TS07AB2002,Rajesh Khurana,"Whitefield, Bengaluru",2026-09-15 15:07:00,ANPR_BLR_CAM_13
KA01AZ5555,Siddharth Rao,"Koramangala, Bengaluru",2026-09-04 18:57:00,ANPR_BLR_CAM_04
TS07AB2002,Rajesh Khurana,"Electronic City, Bengaluru",2026-09-11 16:56:00,ANPR_BLR_CAM_18
TS09EX1001,Devendra Varma,"Indiranagar, Bengaluru",2026-09-08 01:03:00,ANPR_BLR_CAM_12
KA05MN8888,Kavya Nair,"Hitech City, Hyderabad",2026-09-06 16:20:00,ANPR_BLR_CAM_10
TS07AB2002,Rajesh Khurana,"Electronic City, Bengaluru",2026-09-13 22:42:00,ANPR_BLR_CAM_10
KA01AZ5555,Siddharth Rao,"Koramangala, Bengaluru",2026-09-11 03:15:00,ANPR_BLR_CAM_10
TS07AB2002,Rajesh Khurana,"Hitech City, Hyderabad",2026-09-09 02:55:00,ANPR_BLR_CAM_07
KA01AZ5555,Siddharth Rao,"Whitefield, Bengaluru",2026-09-09 10:09:00,ANPR_BLR_CAM_13
TS07AB2002,Rajesh Khurana,"Hitech City, Hyderabad",2026-09-14 11:14:00,ANPR_BLR_CAM_13
TS07AB2002,Rajesh Khurana,"Koramangala, Bengaluru",2026-09-09 09:58:00,ANPR_BLR_CAM_14
TS07AB2002,Rajesh Khurana,"Koramangala, Bengaluru",2026-09-06 19:50:00,ANPR_BLR_CAM_02
KA01AZ5555,Siddharth Rao,"Electronic City, Bengaluru",2026-09-14 08:52:00,ANPR_BLR_CAM_04
KA01AZ5555,Siddharth Rao,"Connaught Place, Delhi",2026-09-14 19:39:00,ANPR_DEL_CAM_05
TS09EX1001,Devendra Varma,"Vasant Kunj, Delhi",2026-09-14 10:15:00,ANPR_DEL_CAM_04
TS09EX1001,Devendra Varma,"Koramangala, Bengaluru",2026-09-10 21:18:00,ANPR_DEL_CAM_08
